user_id,age,session_time_min,pages_viewed,clicks,purchase_amount,device_score,location_lat,location_lon,is_returning_user
38,61,7.41,9,1,13.33,0.462,-83.37379879002218,101.4105062447918,1
39,69,7.96,7,3,107.64,0.746,27.963198638092607,-147.5821951366555,1
40,20,2.38,5,2,18.17,0.783,48.72662488024545,-32.46753640470587,1
41,54,26.15,4,4,38.53,0.02,-10.519478332338323,-51.37292216923666,0
42,68,12.16,3,4,40.09,0.038,11.258018104999266,-61.776703428109116,0
43,24,2.99,5,3,83.49,0.156,-82.05654214734285,83.1246716826787,1
44,38,3.48,4,5,31.02,0.744,-5.720550292934149,67.01404673042046,1
45,26,21.23,7,1,36.58,0.145,-37.87481384500191,-128.47131665504952,1
46,56,4.79,6,4,43.92,0.077,70.85615017929624,-58.89320779579634,1
47,35,8.13,7,4,51.56,0.832,20.925239979144834,163.87214009134703,1
48,21,1.28,4,2,6.87,0.101,-47.57292172988546,-133.59336454095197,1
49,42,2.9,2,3,6.14,0.717,75.81823364860745,130.64599241241325,1
50,31,5.39,5,4,63.08,0.944,40.42156330949834,-77.37859892567778,1
51,67,10.68,4,0,48.62,0.903,37.29030908102612,132.56258810270435,1
52,26,3.29,6,4,40.03,0.474,-17.80370171217953,-117.84522631368392,1
53,43,30.11,4,3,13.12,0.71,-68.6678517923137,-159.6048067175977,1
54,19,2.49,2,7,18.38,0.021,14.5185997657548,-59.86158621648319,0
55,37,15.09,6,4,78.74,0.396,-7.023299239601201,5.353401147469668,1
56,45,4.53,5,3,50.33,0.219,-62.90145674424791,92.59310129533327,0
57,64,17.92,5,3,43.72,0.764,25.346854072215848,162.51883542650222,0
58,24,25.65,2,3,59.4,0.088,-47.392995467982246,-96.56930199410503,0
59,61,2.07,6,1,31.46,0.751,-70.53798688451812,-142.41092234025638,0
60,25,6.76,6,2,39.52,0.902,89.70246134794962,-175.3250971992571,0
61,64,1.68,5,2,39.58,0.505,40.189945955238784,135.16892071892335,1
62,52,12.24,9,3,13.78,0.767,23.154272403052047,46.07664422093984,0
63,31,17.85,3,3,78.19,0.107,53.29241366103665,-132.71641269826262,0
64,34,4.93,2,3,79.05,0.925,-37.2122244663587,-109.99078194681724,0
65,53,5.05,3,2,3.48,0.022,-57.27375015849994,-66.43904260788051,0
66,67,2.28,5,3,69.15,0.766,-62.97333668739087,-30.213494372513765,0
67,57,3.66,5,1,47.51,0.995,80.9646103002502,-32.60942231803051,0
68,21,3.91,7,5,29.27,0.399,67.79520854692294,-14.07099562403559,1
69,19,1.69,6,3,53.46,0.73,44.81645301537284,25.01606044259026,0
70,23,3.71,9,1,15.25,0.208,-22.052820188003878,-147.75540577391885,0
71,59,23.78,2,0,61.09,0.139,9.751824448573686,-121.22876532667749,0
72,21,3.94,6,6,18.1,0.924,57.19622497812756,40.358293639971066,0
73,46,3.21,2,4,41.76,0.629,26.119623698711607,68.87432703763179,0
74,35,4.86,5,2,67.65,0.188,56.69055864790295,122.40162812427172,1
75,43,32.26,5,3,49.36,0.144,-51.903582095256276,-42.172188028869016,0
76,61,14.46,6,4,80.83,0.847,-74.87498741792753,-8.087796835846916,0
77,51,2.25,2,2,38.67,0.378,-28.29228670350731,27.30311095960124,0
78,27,13.97,7,3,5.39,0.958,64.22381233568669,11.480291364606018,0
79,53,14.53,5,1,44.34,0.803,-63.130047544626905,-0.6664503300893045,0
80,31,29.98,6,2,39.92,0.582,44.86253703803794,-119.12120408729052,0
81,48,22.17,4,4,17.75,0.08,2.6783257817795914,-85.66238239875854,1
82,65,1.0,4,3,15.35,0.054,54.67254499535423,138.68171280893768,0
83,32,6.06,8,2,40.26,0.186,24.388941007136097,59.135003766573135,0
84,25,12.14,3,7,13.68,0.924,-85.231407804724,-118.50899346576097,1
85,31,36.26,4,1,62.63,0.591,81.77721174577826,-123.52027114988195,1
86,40,0.89,7,5,37.36,0.587,48.72358106251832,-18.140854770563237,0
87,57,4.59,4,2,43.39,0.76,-22.375600124413808,116.5269033887833,0
88,38,6.78,7,3,30.96,0.331,-73.83426769055694,64.09850107469782,0
89,33,5.33,6,3,86.41,0.414,58.54640842595896,-35.28089223696074,1
90,62,6.08,3,2,58.23,0.195,75.01030057605462,42.90089055569945,0
91,35,4.61,7,2,9.14,0.094,37.292635048787204,115.26750132723276,1
92,64,35.28,3,3,57.17,0.118,59.136504511179595,-143.08990147472684,0
93,41,16.26,2,6,36.87,0.093,4.3387990575364626,73.89082290831448,0
94,43,13.34,7,3,44.86,0.572,-6.282719966073188,-63.39912451079343,1
95,42,5.29,4,4,69.73,0.844,-78.15571380847268,141.63606622847783,1
96,62,21.33,5,2,55.21,0.794,84.44620300746871,-152.74271726602365,0
97,58,0.98,2,4,31.85,0.244,-66.37429293215409,105.28710859156024,1
98,46,1.55,3,2,16.34,0.258,-57.562096959755685,-102.65405169477074,0
99,32,30.8,5,1,19.11,0.051,70.55664513184814,177.9627444110833,0
100,62,8.37,4,1,78.89,0.56,39.86734553036126,42.98601260472117,1
101,18,1.74,8,2,50.48,0.905,-32.19048399375757,145.65501037632396,0
102,42,29.79,5,8,39.97,0.199,65.77936451897355,125.34593815199656,1
103,24,36.83,6,4,26.46,0.0,7.656302622747759,-143.19114952924122,1
104,26,21.33,7,7,32.88,0.141,-2.9945864791786647,-20.501419821155935,0
105,41,2.73,8,5,69.75,0.042,34.53738098326741,-67.09821840342751,0
106,18,3.26,3,5,38.09,0.358,-13.560178755067952,20.98447431289921,1
107,61,5.23,6,2,65.17,0.241,78.62867472687836,58.05442598116625,0
108,25,8.66,9,3,27.07,0.877,65.41267837932102,-61.34066793535304,0
109,41,48.51,3,2,15.9,0.422,-17.34633957757633,-162.68255488319627,1
110,28,31.27,4,3,55.36,0.357,-22.33819973001978,-49.518185435504165,1
111,68,25.4,8,2,129.28,0.418,44.5215061003112,4.1416807834870895,0
112,34,0.94,4,2,19.46,0.419,-77.92972046890905,-42.66867439349343,0
113,25,14.15,4,1,80.86,0.453,41.846301374613034,148.30065761135313,0
114,52,20.94,3,4,56.42,0.12,-51.17181757943098,133.1525364341905,1
115,52,4.05,3,6,44.66,0.549,-83.29729348959292,-40.16086178499063,0
116,50,2.48,3,4,27.42,0.107,-76.96615540712347,-113.04887731398581,0
117,22,13.8,2,2,62.32,0.12,26.449421845355005,130.29183065522096,0
118,59,0.95,2,4,49.53,0.564,-12.988606870385325,-92.34997170784435,0
119,56,28.28,7,7,19.89,0.189,-51.781045664048605,-56.283308435873934,1
120,58,1.7,7,4,46.17,0.467,-74.51095287655416,-173.50826669650772,1
121,45,6.12,4,2,5.09,0.825,-26.816729162151397,-11.315434759483168,0
122,24,40.63,13,1,6.47,0.891,85.86728718159554,-68.13770223872547,0
123,26,44.41,5,3,57.3,0.381,-33.3790439114259,89.84182812526166,0
124,25,14.96,6,3,63.39,0.697,54.812346872572164,-124.057714768594,0
125,29,18.28,8,4,41.24,0.166,56.54481183730516,45.41337152025332,1
126,51,34.16,7,5,44.67,0.14,42.805779626340154,-45.56894645452792,1
127,50,26.23,4,4,68.32,0.722,79.55667619675754,-112.8716138284848,0
128,65,9.73,3,0,55.09,0.078,-43.37146051156388,85.85837160494367,0
129,40,13.27,6,4,10.09,0.221,-14.961556015343163,78.90529150167475,0
130,41,9.01,4,2,12.01,0.563,16.689137000489197,-84.04852507875009,0
131,54,7.06,7,2,18.37,0.223,-87.04820613900243,25.95608614835615,1
132,52,21.27,5,7,44.98,0.814,-44.41295487239248,-54.95721757995746,1
133,61,13.4,7,3,55.51,0.138,-82.88535313609901,86.8232866189175,1
134,57,19.65,3,3,38.41,0.389,23.26563150708668,168.88027688046975,0
135,39,1.01,3,2,58.67,0.163,16.821725399582235,-130.27724007670406,0
136,44,8.59,10,4,15.91,0.306,76.83062131109324,54.98229821330642,1
137,52,4.0,3,2,17.08,0.046,-71.90643588012058,33.230497708387645,1
138,18,7.2,5,3,27.42,0.178,-84.19394654220991,85.71282148238993,1
139,52,9.49,3,6,18.49,0.806,-70.49394696766949,-11.576503786421313,0
140,54,18.69,3,2,31.44,0.6,1.517328698084114,-94.18192813875814,0
141,64,0.32,4,3,31.07,0.882,-41.17085826751341,-112.76855091310905,0
142,31,1.79,7,3,21.44,0.497,40.454065806860626,39.39190962867656,0
143,20,25.44,4,2,111.75,0.101,56.91438654124818,-79.19213436155154,1
144,18,34.19,4,5,18.54,0.854,-25.9616848098036,-116.55737982851632,1
145,22,0.57,3,2,27.27,0.123,23.532599552545037,-91.23185863472152,1
146,43,4.03,4,6,57.61,0.697,-32.93718528270543,141.52303237323332,1
147,31,0.1,6,3,32.2,0.306,-87.00766082082374,-20.37242773290515,1
148,56,14.17,5,3,78.74,0.569,-8.107612669031155,97.15115240700055,0
149,44,11.46,7,4,6.11,0.038,-29.75383317287475,-54.1651935202637,0
150,26,8.32,4,2,130.79,0.878,77.18765042951489,-30.218463970961892,1
151,32,11.77,6,2,6.73,0.573,57.64907096120615,14.949545924873547,0
152,32,7.72,3,2,79.39,0.225,62.3499466180057,-8.857087643198923,1
153,43,2.73,4,4,17.32,0.792,-86.7244918025501,-117.98317010948529,1
154,59,14.04,3,3,40.65,0.451,52.009926337920405,96.74623851410155,0
155,30,15.29,2,1,44.69,0.906,24.724332502861344,-114.5955427695554,1
156,68,19.26,8,1,22.14,0.641,-53.96733812248732,-10.31934208434231,1
157,49,30.81,7,7,15.16,0.584,-43.9314972115763,-15.7485674536739,1
158,56,13.77,3,1,55.15,0.674,-82.09860138192653,175.47711297232178,0
159,66,0.56,11,1,37.84,0.898,17.84547594398896,13.91241811347578,1
160,69,0.21,7,2,19.61,0.242,-19.589213618195487,-16.276150917861173,1
161,49,13.47,5,1,66.64,0.571,-43.28054470918744,-166.98995080075935,1
162,21,0.58,5,2,18.49,0.992,-71.25624368638296,-159.70855997656685,0
163,47,3.8,8,5,50.24,0.527,66.32128032775208,-32.61011201493761,0
164,54,1.46,3,5,33.69,0.042,59.7667228323522,-35.966832446357216,0
165,40,34.71,4,8,36.98,0.221,35.904167560900135,-91.80628075772727,0
166,56,3.8,3,4,68.35,0.431,-0.8628753173738914,-174.89436021451195,1
167,62,0.57,3,3,44.93,0.442,-31.710496973347,179.29947045266357,1
168,32,29.88,2,4,15.97,0.953,6.690475015091948,-69.69245069156648,0
169,60,9.38,4,2,23.26,0.045,-8.439002314975298,-131.89667355098752,0
170,46,0.37,3,2,47.22,0.984,76.45574905468024,33.854211087521435,0
171,53,17.92,3,4,14.85,0.407,-44.912222364948775,-2.084804261843118,1
172,30,1.65,3,3,27.58,0.655,-60.71981526951492,-150.38371104408208,0
173,49,16.22,6,2,35.96,0.297,47.916764264483334,-11.003384639411848,0
174,24,9.23,7,1,90.5,0.358,-74.30200841420358,169.96935643922734,1
175,68,1.95,4,2,46.91,0.999,65.87517079851142,12.246455193003982,0
176,39,13.97,6,4,61.49,0.094,67.0893181063131,-45.07806924866111,1
177,45,6.06,6,2,12.27,0.033,-67.92995961096315,-41.16369916671778,0
178,19,10.16,5,1,119.03,0.269,36.743315128574054,142.05885401256648,1
179,59,20.36,8,1,33.05,0.018,11.019434193405118,172.5723652286398,1
180,62,3.02,1,4,2.05,0.498,27.50928954900168,-9.287834287606643,0
181,23,4.56,6,6,36.54,0.482,-58.399457489166764,-107.69576268099127,1
182,45,59.04,4,3,25.81,0.704,-87.14299257094518,-123.37256199643743,0
183,45,7.1,6,4,26.32,0.524,-68.58677160493934,-64.60931201951755,1
184,61,8.18,1,3,74.32,0.77,-64.03812270062356,147.40196357699597,0
185,61,3.36,4,3,32.65,0.273,-3.256126620746201,31.98289291086482,1
186,37,5.38,7,1,11.77,0.43,66.99878068577078,-6.51015657798186,0
187,47,6.96,2,3,77.16,0.495,-43.61273043429353,-18.96012881951532,0
188,28,2.99,2,4,37.47,0.635,-84.64761674763064,150.72119553032417,0
189,45,2.72,6,2,179.8,0.622,-0.07564728062119741,90.70919848849019,0
190,42,9.17,2,4,44.87,0.083,85.2851131466062,72.91046354303487,1
191,56,2.03,4,3,9.5,0.032,0.7662384914439997,162.4457813542773,0
192,50,8.06,3,3,18.31,0.156,21.52861030745406,120.03085073145837,1
193,18,12.25,5,4,39.05,0.375,-44.86995465390677,-62.08294978071048,0
194,44,2.21,5,2,34.15,0.443,-53.178260403466965,147.67499491982608,0
195,69,13.7,9,5,1.24,0.444,-61.53709512595058,-74.94631152769742,0
196,30,4.46,8,3,74.9,0.262,48.47155141799621,-81.88469853216314,1
197,58,48.93,7,2,28.97,0.417,-41.8806330379078,-96.18824624508657,1
198,20,38.67,5,6,9.17,0.94,27.936146896952778,-68.85245778192264,0
199,56,16.02,6,1,51.19,0.802,-28.80303182726813,-146.8369709672276,0
200,23,4.2,5,3,11.68,0.605,-58.43697588393078,-141.9080712414119,1
201,25,27.68,6,0,27.91,0.29,-66.46480925387148,-124.49845051135944,0
202,44,67.08,4,4,23.01,0.136,1.8138843319291453,-40.80587828934679,0
203,26,6.2,2,3,12.95,0.228,-43.32807948817606,-0.48010247589320443,0
204,54,9.53,7,4,30.51,0.21,-66.56986324625761,-97.33259729354505,0
205,50,0.06,9,2,61.75,0.051,-58.2917179374938,78.2832658521292,1
206,68,0.45,7,1,73.76,0.726,-21.371314519466267,-152.8096850554339,1
207,59,6.94,6,3,17.2,0.609,-5.658121895652755,-107.7293696335994,0
208,61,9.4,2,0,79.24,0.979,3.786679737186617,115.22775197887324,0
209,41,3.75,2,2,9.16,0.376,76.31472949733396,-23.906968049638095,1
210,32,1.04,7,4,11.59,0.449,34.120026076581425,-150.46748638416219,1
211,49,15.25,3,3,43.58,0.291,-15.869822947219177,-1.0882286237866765,0
212,49,5.43,6,1,5.57,0.459,14.859373602896824,17.86450754687303,1
213,41,10.47,7,5,59.83,0.436,53.455351471215494,82.93384928871467,1
214,58,10.5,1,4,24.57,0.385,-23.703682882339365,-22.354633036717416,0
215,69,7.92,4,1,29.69,0.819,-40.63547076919499,65.36969960341003,0
216,66,1.97,6,5,118.33,0.596,12.562182557440082,103.4854569991731,1
217,66,9.57,9,3,12.11,0.631,84.871503844308,138.56884198090046,1
218,69,3.89,3,2,7.45,0.197,10.410684204603683,-72.27727493412475,1
219,29,17.1,4,3,8.51,0.372,-68.07719816563474,-11.595525774480336,1
220,56,2.15,3,1,14.57,0.475,9.462726384010494,46.20624685851567,0
221,19,3.44,6,0,12.74,0.236,-57.43965232845885,-7.9632328017702605,0
222,20,5.8,5,5,51.46,0.296,-65.95625567459516,26.83106463853497,1
223,66,13.47,12,2,28.75,0.314,-88.52438630493633,6.89314609978598,1
224,54,12.76,3,3,25.17,0.606,62.90402652455006,71.52236416107598,1
225,66,4.11,7,7,6.31,0.055,25.4521142011875,-74.2524400087051,1
226,34,7.15,3,2,33.24,0.121,40.40333085889134,-122.23641787054433,1
227,66,2.67,8,3,25.58,0.284,-39.243413054852674,21.641734873868415,1
228,19,14.71,2,5,19.97,0.884,17.97168854790567,-120.13372365192222,1
229,19,2.19,6,3,53.47,0.128,-31.864858158567763,121.7785986259085,0
230,45,17.11,4,2,39.34,0.45,84.20062383260154,174.73410235674334,0
231,40,27.62,8,3,17.94,0.092,-86.18635576253337,19.47438296162045,1
232,54,47.81,4,4,25.32,0.845,-27.480326521338256,152.13109255311264,0
233,49,19.45,2,2,24.55,0.007,-18.047588825752285,-157.54878193382828,1
234,50,2.51,3,0,52.09,0.536,30.5441791878698,-1.2959123643263126,0
235,18,5.39,3,1,11.84,0.369,3.097732923077018,-69.75707044791007,1
236,36,0.93,5,5,14.58,0.068,-77.64764494712011,-131.8328614563326,1
237,19,1.8,5,4,50.57,0.417,-61.53002162514289,-167.37857900490056,1
238,61,0.51,4,7,4.5,0.156,-65.86994603285245,-78.65246742123979,1
239,43,10.25,5,2,72.73,0.839,51.35391116282324,101.89936413321959,1
240,49,7.62,4,5,10.31,0.948,47.29477217500542,-80.56462010791235,0
241,23,24.89,8,3,14.56,0.879,-41.16619825333619,-53.79931698585662,1
242,49,6.22,4,3,48.62,0.987,-15.098366877766594,178.7236949199688,1
243,21,10.28,10,1,6.01,0.391,-2.840273689361098,-12.146638842772717,1
244,28,5.13,3,1,26.92,0.098,-61.17853072822027,0.5844133039637143,1
245,34,17.69,6,3,34.48,0.738,11.996827547637892,104.23452027992005,0
246,55,26.09,3,2,54.86,0.581,-74.60175915608164,106.55184382629034,0
247,41,5.65,9,3,3.83,0.428,29.06755085173579,-56.907066692290954,0
248,22,0.86,2,0,53.47,0.854,-53.85732300787518,-10.932170660842644,1
249,69,1.79,4,4,74.31,0.351,-40.18339980401375,-155.9561104903582,0
250,51,12.75,6,0,35.29,0.007,11.261893887821813,-123.78024979071915,1
251,23,3.93,3,1,22.37,0.714,-4.38304249346794,-8.130648045764929,0
252,39,15.39,1,6,37.98,0.112,-13.844908599235822,-5.148236462447898,1
253,28,13.85,5,3,9.23,0.569,72.66087666759353,-55.339450135419526,1
254,65,11.85,2,2,16.14,0.811,24.252541035418275,19.918875226820717,1
255,33,16.83,5,2,29.29,0.468,71.07502729355988,-26.78955765295069,1
256,50,14.13,7,2,88.52,0.811,-80.35168085908495,-87.57471209524067,1
257,26,10.01,5,2,62.61,0.922,17.726487431863745,-0.4156937563386123,0
258,23,0.04,7,4,36.93,0.058,-27.705049502282918,126.1598238956309,0
259,33,7.25,2,4,75.06,0.492,-62.274757402014004,-157.459297876303,0
260,46,9.04,3,2,15.56,0.635,76.59054599525044,-111.63469875583611,0
261,20,32.35,6,2,25.33,0.88,13.567638233931035,-82.47223935429591,1
262,37,10.51,9,6,56.19,0.909,57.68420509451309,-35.22671721658284,1
263,53,8.57,4,1,23.48,0.416,-16.838256023228055,88.80410021340464,0
264,36,7.79,5,1,41.54,0.646,45.27173699781818,25.33027580255427,1
265,43,1.09,9,2,11.66,0.233,-30.312410521531028,-60.89238845206475,0
266,20,5.58,3,4,1.08,0.634,-31.41891161838455,-78.89826693809144,1
267,36,1.44,11,3,24.64,0.832,-34.89829030048947,94.96162462092474,0
268,37,0.54,5,0,7.96,0.467,-54.726690857926755,-14.45130199338925,1
269,49,4.0,11,1,11.68,0.748,-21.59170156632416,-72.12616330904437,0
270,24,10.37,13,2,30.94,0.749,41.26247458305971,-156.22300361282868,0
271,69,20.16,7,3,6.45,0.364,8.500780289387848,-62.7746929103713,0
272,58,16.63,4,4,84.4,0.021,-12.732584603356841,-31.72171170705957,1
273,50,3.49,5,4,86.9,0.52,78.99772453448827,-50.284071331482636,1
274,57,0.47,8,4,85.21,0.03,0.817572209774255,-141.3800179515552,0
275,56,5.15,4,2,78.24,0.541,47.96482490164314,-67.09426051303296,0
276,35,3.78,6,1,66.82,0.191,63.689580769945536,6.57994340545244,1
277,57,4.64,1,1,15.29,0.517,89.54404576262593,43.02176698768207,1
278,18,8.19,8,3,12.65,0.443,42.77112603808655,-89.50077521446194,1
279,28,0.31,4,2,47.03,0.88,3.347469954241703,-155.87505127784615,0
280,45,4.63,4,3,23.2,0.001,-87.79973528296757,-47.05432086348293,0
281,42,8.18,3,4,62.8,0.954,32.066658611076235,100.13723879370917,0
282,67,5.64,3,3,27.03,0.295,-9.069842161025093,4.2731864451514525,0
283,40,11.0,4,2,49.27,0.73,30.26934508519554,80.90533412729559,0
284,48,2.06,6,4,11.97,0.058,10.935804285896282,-139.59739677398125,1
285,47,1.67,6,2,5.88,0.28,-46.453995699105235,-141.2824530721945,0
286,59,3.68,7,4,25.26,0.192,72.52815202724227,68.27149611628454,1
287,52,1.07,5,5,41.04,0.616,21.738709454892117,14.383646550323135,0
288,24,2.7,2,2,13.63,0.493,56.7493833597284,-6.492689483350432,0
289,33,0.91,5,1,55.34,0.519,32.394004387101475,47.736067150303654,0
290,43,5.14,5,1,24.54,0.951,-85.44710456107795,42.42798235289297,1
291,65,12.43,8,2,45.94,0.658,-20.68273296005387,-25.223588836238946,1
292,69,3.38,7,4,56.09,0.734,-37.228887043915705,32.0003870225801,0
293,66,0.04,9,2,26.84,0.926,61.82569573545695,88.71188640963652,0
294,19,8.14,2,2,22.0,0.545,-28.13867874885772,172.5257312103513,0
295,18,11.77,5,2,153.75,0.007,35.005089117210105,111.40837155160403,1
296,65,4.96,8,1,58.32,0.602,7.555561086891103,-14.97091842180123,0
297,29,3.52,4,2,64.41,0.597,-48.55248224682241,44.27501836492905,1
298,22,6.75,4,5,22.93,0.906,-18.03776791778705,-54.54907761145938,0
299,54,1.07,5,2,43.97,0.605,-25.817667124113953,-52.899619198489276,1
300,49,10.33,6,1,27.31,0.22,21.22538310928985,-133.09171268683372,0
301,26,13.22,5,5,37.51,0.009,-43.98977727873871,120.52372658111642,0
302,58,12.2,6,1,12.0,0.57,67.96749586242422,-116.43938338522071,1
303,52,3.98,5,3,8.14,0.801,-29.589514677316643,60.53285717246109,0
304,36,18.5,5,2,12.06,0.191,-65.44059688834304,-20.169053247669552,1
305,65,29.35,7,6,35.01,0.408,-21.442501803245804,-147.28046243569668,0
306,33,3.53,9,2,8.4,0.501,33.97352516348296,8.385777178660192,0
307,20,3.05,7,1,32.66,0.759,30.850492271973508,-134.45301979978106,1
308,37,12.18,3,1,42.51,0.837,-33.144673960708445,-22.113324290813864,0
309,41,12.32,5,1,80.1,0.817,-47.62510780141117,91.7871802492291,1
310,50,7.14,7,4,25.92,0.677,-53.73293375576444,-143.13886120642357,0
311,41,25.68,10,2,39.26,0.115,39.76455743697565,30.07471962902528,0
312,69,1.58,6,6,121.26,0.954,-13.272122817660033,-85.50321309267578,0
313,28,6.49,9,3,33.94,0.234,-80.61400700869576,-102.21396377942762,1
314,66,0.36,3,3,37.86,0.698,44.53320091425945,-30.84573251455805,1
315,25,0.54,8,4,21.21,0.403,63.233347392978175,-79.89548697441019,1
316,53,0.55,4,1,45.15,0.067,53.42449481765573,130.43687497301875,0
317,55,6.77,7,2,157.71,0.966,-41.62324878546379,175.7211351106156,0
318,57,8.89,0,1,10.9,0.924,-89.83792698759224,-144.58190154369143,1
319,37,0.03,5,2,35.56,0.305,-76.06888059439697,104.40637405488962,1
320,52,10.01,4,3,38.98,0.457,-10.014237975593403,-104.69687281954803,0
321,65,6.73,2,4,64.04,0.618,81.21459832155239,-35.79550630410736,1
322,42,2.53,6,1,35.38,0.656,-51.32841576057076,159.08851935390015,1
323,52,0.15,1,2,46.72,0.921,20.34165540653059,136.4417257184216,0
324,42,1.7,4,1,16.28,0.597,21.66377589724786,123.10348310125141,0
325,46,9.17,1,0,27.03,0.015,23.502203324189637,-44.85094778154203,1
326,35,10.75,8,2,40.5,0.619,-89.3268362128276,154.22084859451252,0
327,63,10.41,7,7,58.93,0.364,21.582210035538736,37.52613193671067,0
328,35,1.66,6,4,64.32,0.254,-87.06563638439253,-77.51488279945403,0
329,19,24.22,5,2,7.84,0.207,-74.5124126920058,-107.17327026549361,0
330,52,5.29,10,5,17.65,0.314,-12.927250525894152,157.8963287423208,0
331,33,14.61,5,1,45.88,0.112,43.328732649511664,-30.196187036622206,1
332,58,1.82,3,8,53.44,0.446,21.446012066800392,-171.05394924735435,0
333,53,6.36,4,6,14.62,0.967,-65.24794804999149,-40.57988652146696,0
334,50,7.37,5,3,14.33,0.813,42.324523495946124,-107.46079109044214,0
335,21,14.71,5,4,76.65,0.046,61.95950780563251,-103.56239586524211,1
336,50,9.72,6,2,37.25,0.491,18.496297421561593,68.31032752949812,1
337,31,5.1,2,2,5.87,0.83,23.642420559067546,70.28875600783388,0
338,38,3.32,7,3,6.94,0.307,13.921155773014334,-20.03887341772611,1
339,65,36.1,8,0,105.38,0.875,-75.1086340222671,145.48845761022585,1
340,37,3.35,3,3,21.58,0.93,76.52991069982937,-125.25818630399344,1
341,25,1.39,5,1,18.57,0.387,-33.67690868790749,133.53703958104018,0
342,24,3.57,6,7,55.03,0.856,6.9454340545635915,-103.58439079602216,0
343,20,3.96,4,7,10.84,0.939,-9.88334208694718,152.31521337338972,1
344,34,1.37,4,2,130.52,0.307,-51.47733282569813,-123.03969935016232,1
345,50,12.31,5,1,62.33,0.563,10.179069034238807,-80.61530332677576,1
346,65,9.65,5,2,29.29,0.86,82.8979224072439,79.89498211993902,0
347,29,3.81,6,4,18.44,0.287,-47.00416022104669,-156.6000709567219,0
348,68,49.62,6,5,39.27,0.73,-87.67898056351906,155.0527115003349,1
349,39,10.64,4,5,36.52,0.106,20.04612456355011,105.20365923511702,1
350,39,12.15,9,2,37.93,0.197,-35.91265302602753,-119.10605886287756,0
351,63,8.15,6,0,83.44,0.051,-39.898124915720416,163.13136572485678,0
352,47,8.02,7,3,240.45,0.983,4.602049986168154,-2.918762951753621,0
353,55,0.2,2,1,53.92,0.295,8.643408567563952,-10.690108438298267,1
354,55,14.74,5,6,15.54,0.797,-31.38279625796396,-164.72434155568646,1
